student_id,session_id,cid,chain_id,address,tx_hash,contract_address,timestamp
,,,80002,0xc559e853F3259BCC25471f9C35F6ABcA18b9d42E,0x57b8a2d18a57ccaca1d500120c50549f3d55cee86bf0343e771e882b36c04536,,2026-02-08T06:24:20.863Z
585b2a84199e44edb2bb767e52d49c84,session_1770617706123,QmatYnfjp84WdKtauHzjSQMPzm6CVZjo44pEueooN1qEG2,80002,0xc559e853F3259BCC25471f9C35F6ABcA18b9d42E,0x91513147b77bed550f7d9ae50ea020c2956bde7a3b97278d8543433938a40478,0x8f308d60523731af602108db07a0c57e7f9b4ecf,2026-02-09T06:27:28.713Z
